ACT_SELFHOST_LEXER02_DIRECT_DIFF_CASES=40
OK   flt_1_ kind=2/2 end=2/2 i64=0x0/0x0 f64=0x3ff0000000000000/0x3ff0000000000000 ishex=0/0 err=0/0 slen=2/2
OK   flt_123_456 kind=2/2 end=7/7 i64=0x0/0x0 f64=0x405edd2f1a9fbe77/0x405edd2f1a9fbe77 ishex=0/0 err=0/0 slen=7/7
OK   exp_1e2_i64 kind=1/1 end=3/3 i64=0x1/0x1 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=3/3
OK   exp_1e_neg kind=1/1 end=2/2 i64=0x1/0x1 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=2/2
OK   chr_a kind=3/3 end=3/3 i64=0x61/0x61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_0 kind=3/3 end=3/3 i64=0x30/0x30 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_sp kind=3/3 end=3/3 i64=0x20/0x20 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_nl kind=3/3 end=4/4 i64=0xa/0xa f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_cr kind=3/3 end=4/4 i64=0xd/0xd f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_tab kind=3/3 end=4/4 i64=0x9/0x9 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_bsl kind=3/3 end=4/4 i64=0x5c/0x5c f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_sq kind=3/3 end=4/4 i64=0x27/0x27 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_dq kind=3/3 end=4/4 i64=0x22/0x22 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_x41 kind=3/3 end=6/6 i64=0x41/0x41 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_overflow kind=3/3 end=12/12 i64=0x6867666564636261/0x6867666564636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=3/3 slen=10/10
OK   chr_unterm kind=3/3 end=5/5 i64=0x636261/0x636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=2/2 slen=3/3
OK   nz_xx123 kind=1/1 end=5/5 i64=0x7b/0x7b f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=3/3
OK   nz_xx0xff kind=1/1 end=6/6 i64=0xff/0xff f64=0x0000000000000000/0x0000000000000000 ishex=1/1 err=0/0 slen=4/4
OK   nz_xx1_5 kind=2/2 end=5/5 i64=0x0/0x0 f64=0x3ff8000000000000/0x3ff8000000000000 ishex=0/0 err=0/0 slen=3/3
OK   nz_xx_a_ kind=3/3 end=5/5 i64=0x61/0x61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   nas_id kind=0/0 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   nas_op kind=0/0 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   nas_str kind=0/0 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   eof_cursor kind=0/0 end=2/2 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
ACT_SELFHOST_LEXER02_DIRECT_DIFF_PASS=40
ACT_SELFHOST_LEXER02_DIRECT_DIFF_FAIL=0
STATUS=PASS
