path	has_dollar_identifier	stage1_rc	stage2_rc	stage1_class	stage2_class	stage1_artifact	stage2_artifact	byte_equal	verdict	reason
src/holyc-lib/memory.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/14_memory.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/14_memory.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/net.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/15_net.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/15_net.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/set.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/16_set.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/16_set.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/sqllite.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/17_sqllite.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/17_sqllite.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/stat.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/18_stat.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/18_stat.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/strings.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/19_strings.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/19_strings.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/system.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/20_system.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/20_system.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/threads.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/21_threads.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/21_threads.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/tooling.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/22_tooling.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/22_tooling.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/holyc-lib/vector.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/23_vector.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/23_vector.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/01_pointer_simple.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/24_01_pointer_simple.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/24_01_pointer_simple.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/02_pointer_simple.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/25_02_pointer_simple.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/25_02_pointer_simple.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/03_malloc_array.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/26_03_malloc_array.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/26_03_malloc_array.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/04_ptr_ptr.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/27_04_ptr_ptr.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/27_04_ptr_ptr.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/05_int_ptr.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/28_05_int_ptr.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/28_05_int_ptr.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/06_class_defs.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/29_06_class_defs.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/29_06_class_defs.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/07_recursive_classdef.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/30_07_recursive_classdef.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/30_07_recursive_classdef.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/08_break_continue.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/31_08_break_continue.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/31_08_break_continue.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/09_default_function_parameters.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/32_09_default_function_parameters.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/32_09_default_function_parameters.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/10_qsort.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/33_10_qsort.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/33_10_qsort.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/11_assignment.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/34_11_assignment.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/34_11_assignment.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/12_function_pointer.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/35_12_function_pointer.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/35_12_function_pointer.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/13_threads.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/36_13_threads.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/36_13_threads.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/14_maths.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/37_14_maths.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/37_14_maths.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/15_mem.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/38_15_mem.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/38_15_mem.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/16_types.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/39_16_types.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/39_16_types.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/17_varargs.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/40_17_varargs.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/40_17_varargs.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/18_type_casting.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/41_18_type_casting.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/41_18_type_casting.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/19_switch.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/42_19_switch.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/42_19_switch.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/20_loops.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/43_20_loops.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/43_20_loops.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/21_goto.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/44_21_goto.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/44_21_goto.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/22_pointers.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/45_22_pointers.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/45_22_pointers.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/23_mallocd-arrays.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/46_23_mallocd-arrays.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/46_23_mallocd-arrays.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/24_union.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/47_24_union.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/47_24_union.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/25_scripting.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/48_25_scripting.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/48_25_scripting.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/26_f64.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/49_26_f64.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/49_26_f64.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/27_auto.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/50_27_auto.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/50_27_auto.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/28_arrays.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/51_28_arrays.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/51_28_arrays.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/29_macros.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/52_29_macros.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/52_29_macros.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/30_fzf.HC	1	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/53_30_fzf.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/53_30_fzf.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/31_json.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/54_31_json.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/54_31_json.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/32_sql.HC	0	1	1	COMPILE_FAIL	COMPILE_FAIL			N/A	STAGE1_FAIL_STAGE2_FAIL	S1=NO_OUTPUT;S2=NO_OUTPUT
src/tests/33_static.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/56_33_static.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/56_33_static.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/34_global_array.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/57_34_global_array.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/57_34_global_array.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/35_io.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/58_35_io.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/58_35_io.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/36_range_loop.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/59_36_range_loop.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/59_36_range_loop.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/38_sizeof.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/60_38_sizeof.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/60_38_sizeof.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/39_arg_count.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/61_39_arg_count.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/61_39_arg_count.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/39_try_catch.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/62_39_try_catch.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/62_39_try_catch.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/40_class_self_ref.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/63_40_class_self_ref.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/63_40_class_self_ref.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/41_pointer_compare.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/64_41_pointer_compare.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/64_41_pointer_compare.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/42_class_u0_tail.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/65_42_class_u0_tail.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/65_42_class_u0_tail.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/43_compress_templeos.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/66_43_compress_templeos.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/66_43_compress_templeos.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/44_f32.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/67_44_f32.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/67_44_f32.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/45_globals.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/68_45_globals.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/68_45_globals.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/46_alignof.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/69_46_alignof.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/69_46_alignof.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/47_struct_abi.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/70_47_struct_abi.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/70_47_struct_abi.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/48_arg_overflow.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/71_48_arg_overflow.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/71_48_arg_overflow.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/49_if_init.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/72_49_if_init.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/72_49_if_init.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/50_float_int_conv.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/73_50_float_int_conv.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/73_50_float_int_conv.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/51_global_aggregate_init.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/74_51_global_aggregate_init.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/74_51_global_aggregate_init.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/52_narrow_signed_reads.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/75_52_narrow_signed_reads.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/75_52_narrow_signed_reads.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/53_cmp_large_imm.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/76_53_cmp_large_imm.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/76_53_cmp_large_imm.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/54_struct_copy.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/77_54_struct_copy.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/77_54_struct_copy.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/55_uppercase_l_globals.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/78_55_uppercase_l_globals.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/78_55_uppercase_l_globals.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/56_global_struct_arg.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/79_56_global_struct_arg.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/79_56_global_struct_arg.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/57_struct_field_by_value.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/80_57_struct_field_by_value.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/80_57_struct_field_by_value.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/58_struct_return.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/81_58_struct_return.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/81_58_struct_return.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/59_ptr_struct_index.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/82_59_ptr_struct_index.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/82_59_ptr_struct_index.o	YES	STAGE1_PASS_STAGE2_PASS	YES
src/tests/60_leaf_param_arith.HC	0	0	0	PASS	PASS	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-A2/83_60_leaf_param_arith.o	/Volumes/UserData/Users/chistyakov/Projects/SPbNIX/polyc/build/b03-corpus-B2/83_60_leaf_param_arith.o	YES	STAGE1_PASS_STAGE2_PASS	YES
